time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface
6780,2.54763017,2.54716696,2.54558963,2.54229485,2.53614961,2.52532500,2.50712062,2.47784628,2.43284352,2.36672542,2.27387450,2.14916586,1.98878887,1.79094666,1.55613451,1.28657343,0.98384650,,,,0.84179220
6840,2.54737375,2.54687439,2.54518060,2.54166572,2.53516044,2.52379215,2.50481912,2.47452615,2.42826228,2.36069406,2.26630844,2.14012708,1.97850358,1.77978683,1.54455567,1.27500601,0.97254329,,,,0.83930654
6900,2.54709654,2.54655932,2.54474400,2.54100079,2.53412473,2.52220083,2.50244827,2.47112987,2.42360514,2.35459666,2.25869636,2.13107030,1.96823226,1.76867067,1.53304036,1.26350642,0.96127646,,,,0.83691015
6960,2.54679749,2.54622071,2.54427882,2.54029910,2.53304170,2.52055063,2.50000821,2.46765812,2.41887366,2.34843524,2.25103970,2.12199565,1.95797137,1.75758806,1.52156985,1.25205110,0.95012058,,,,0.83459970
7020,2.54647557,2.54585753,2.54378400,2.53955972,2.53191060,2.51884117,2.49749904,2.46411165,2.41406874,2.34221044,2.24333874,2.11290204,1.94771991,1.74654039,1.51015348,1.24066563,0.93903279,,,,0.83223042
7080,2.54612975,2.54546874,2.54325857,2.53878171,2.53073066,2.51707195,2.49492077,2.46049101,2.40919142,2.33592373,2.23559540,2.10379274,1.93748194,1.73553298,1.49879704,1.22935772,0.92798051,,,,0.82980605
7140,2.54575895,2.54505327,2.54270144,2.53796410,2.52950117,2.51524264,2.49227357,2.45679705,2.40424337,2.32957778,2.22781322,2.09467174,1.92726205,1.72457082,1.48750638,1.21812325,0.91694948,,,,0.82740173
7200,2.54536212,2.54461008,2.54211166,2.53710600,2.52822144,2.51335302,2.48955783,2.45303078,2.39922656,2.32317526,2.21999478,2.08554102,1.91706019,1.71365028,1.47627257,1.20694457,0.90596739,,,,0.82498821
7260,2.54493857,2.54413994,2.54149523,2.53622544,2.52693327,2.51148841,2.48693327,2.44947069,2.39459694,2.31742173,2.21317672,2.07784992,1.90881309,1.70525310,1.46816212,1.19950588,0.89938288,,,,0.82252460
7320,2.54448774,2.54364113,2.54084613,2.53530621,2.52559977,2.50957280,2.48425518,2.44586018,2.38992690,2.31164503,2.20635832,2.07018336,1.90061294,1.69691971,1.46012249,1.19213175,0.89278423,,,,0.81993259
7380,2.54400875,2.54311278,2.54016360,2.53434782,2.52422069,2.50760639,2.48152447,2.44220056,2.38521821,2.30584729,2.19954219,2.06254502,1.89246530,1.68865718,1.45216215,1.18482066,0.88614751,,,,0.81734478
7440,2.54350074,2.54255407,2.53944695,2.53334981,2.52279601,2.50558969,2.47874215,2.43849352,2.38047316,2.30003115,2.19273083,2.05493610,1.88436844,1.68045877,1.44426622,1.17754705,0.87954619,,,,0.81472811
7500,2.54296287,2.54196421,2.53869549,2.53231171,2.52132561,2.50352301,2.47590912,2.43474045,2.37569345,2.29419817,2.18592500,2.04735653,1.87632218,1.67232541,1.43643645,1.17031726,0.87294445,,,,0.81215793
7560,2.54239435,2.54134246,2.53790864,2.53123324,2.51980962,2.50140701,2.47302650,2.43094289,2.37088074,2.28834985,2.17912559,2.03980564,1.86832283,1.66424822,1.42865722,1.16311455,0.86641835,,,,0.80962145
7620,2.54179442,2.54068810,2.53708584,2.53011406,2.51824797,2.49924207,2.47009518,2.42710194,2.36603604,2.28248660,2.17233210,2.03228223,1.86036928,1.65622861,1.42093606,1.15596341,0.85987248,,,,0.80699969
7680,2.54116235,2.54000044,2.53622654,2.52895382,2.51664078,2.49702860,2.46711588,2.42321873,2.36116067,2.27660992,2.16554636,2.02478843,1.85246482,1.64827003,1.41327542,1.14886057,0.85332743,,,,0.80438224
7740,2.54049741,2.53927882,2.53533017,2.52775229,2.51498802,2.49476718,2.46408955,2.41929465,2.35625638,2.27072174,2.15877013,2.01732553,1.84460886,1.64036844,1.40566748,1.14178716,0.84684547,,,,0.80185619
7800,2.53979892,2.53852258,2.53439628,2.52650922,2.51328991,2.49245821,2.46101728,2.41533099,2.35132447,2.26482281,2.15200270,2.00989064,1.83679491,1.63251455,1.39810167,1.13474492,0.84040595,,,,0.79929488
7860,2.53906622,2.53773113,2.53342441,2.52522438,2.51154651,2.49010234,2.45789981,2.41132850,2.34636558,2.25891327,2.14524383,2.00248357,1.82902491,1.62471305,1.39058611,1.12774560,0.83399995,,,,0.79682022
7920,2.53829869,2.53690388,2.53241412,2.52389762,2.50975795,2.48769988,2.45473773,2.40728823,2.34138067,2.25299386,2.13849347,1.99510212,1.82129237,1.61695202,1.38310427,1.12077183,0.82770180,,,,0.79439155
7980,2.53749570,2.53604025,2.53136496,2.52252867,2.50792429,2.48525126,2.45153178,2.40321074,2.33636998,2.24706412,2.13175054,1.98774562,1.81359932,1.60923973,1.37567560,1.11386399,0.82134224,,,,0.79184694
8040,2.53665664,2.53513968,2.53027650,2.52111734,2.50604558,2.48275682,2.44828255,2.39909690,2.33133469,2.24112586,2.12501787,1.98041825,1.80595082,1.60158081,1.36830227,1.10700295,0.81499491,,,,0.78932686
8100,2.53578092,2.53420163,2.52914835,2.51966346,2.50412195,2.48021698,2.44499087,2.39494806,2.32627652,2.23518090,2.11829683,1.97311979,1.79834466,1.59397102,1.36097892,1.10018151,0.80867069,,,,0.78678904
8160,2.53486798,2.53322558,2.52798015,2.51816688,2.50215362,2.47763247,2.44165774,2.39076542,2.32119682,2.22923058,2.11158864,1.96585244,1.79078424,1.58641519,1.35370978,1.09339778,0.80239055,,,,0.78432165
8220,2.53391731,2.53221109,2.52677158,2.51662757,2.50014087,2.47500382,2.43828427,2.38655026,2.31609702,2.22327594,2.10489313,1.95861265,1.78326002,1.57889672,1.34646965,1.08663030,0.79620303,,,,0.78190202
8280,2.53292845,2.53115774,2.52552238,2.51504555,2.49808395,2.47233166,2.43487111,2.38230321,2.31097708,2.21731595,2.09820833,1.95139833,1.77577369,1.57142354,1.33927755,1.07991758,0.79001850,,,,0.77947724
8340,2.53190097,2.53006514,2.52423231,2.51342067,2.49598311,2.46961639,2.43141873,2.37802497,2.30583782,2.21135163,2.09153560,1.94421129,1.76832584,1.56399510,1.33213111,1.07325161,0.78378182,,,,0.77696353
8400,2.53083443,2.52893292,2.52290112,2.51175297,2.49383846,2.46685844,2.42792803,2.37371653,2.30068040,2.20538436,2.08487694,1.93705498,1.76092290,1.55662122,1.32504407,1.06663565,0.77754366,,,,0.77445157
8460,2.52972843,2.52776070,2.52152860,2.51004246,2.49165044,2.46405861,2.42440009,2.36937940,2.29550679,2.19941646,2.07823415,1.92992960,1.75356122,1.54929178,1.31799653,1.06003461,,,,,0.77201106
8520,2.52858262,2.52654818,2.52011456,2.50828918,2.48941935,2.46121752,2.42083586,2.36501467,2.29031778,2.19344785,2.07160591,1.92283207,1.74623653,1.54200278,1.31098502,1.05346020,,,,,0.76963600
8580,2.52739671,2.52529513,2.51865895,2.50649333,2.48714568,2.45833585,2.41723604,2.36062283,2.28511353,2.18747793,2.06499056,1.91575954,1.73894455,1.53474864,1.30400465,1.04692083,,,,,0.76725300
8640,2.52617043,2.52400133,2.51716167,2.50465494,2.48482956,2.45541403,2.41360115,2.35620427,2.27989402,2.18150639,2.05838793,1.90871286,1.73168925,1.52753891,1.29707288,1.04043781,,,,,0.76483148
8700,2.52490349,2.52266654,2.51562259,2.50277403,2.48247139,2.45245238,2.40993182,2.35175986,2.27466045,2.17553501,2.05180056,1.90169545,1.72447454,1.52037580,1.29019046,1.03399601,,,,,0.76235741
8760,2.52359563,2.52129052,2.51404156,2.50085078,2.48007136,2.44945172,2.40622886,2.34729087,2.26941438,2.16956552,2.04523006,1.89470909,1.71730120,1.51326049,1.28335631,1.02758524,,,,,0.75989220
8820,2.52224663,2.51987311,2.51241859,2.49888530,2.47763012,2.44641269,2.40249353,2.34279864,2.26415723,2.16359922,2.03867736,1.88775320,1.71016746,1.50618780,1.27656090,1.02119237,,,,,0.75744930
8880,2.52085634,2.51841422,2.51075375,2.49687788,2.47514802,2.44333617,2.39872678,2.33828414,2.25888971,2.15763611,2.03214137,1.88082532,1.70306906,1.49915314,1.26979891,1.01482309,,,,,0.75506845
8940,2.51942468,2.51691379,2.50904709,2.49482884,2.47262570,2.44022280,2.39492926,2.33374786,2.25361205,2.15167598,2.02562158,1.87392528,1.69600723,1.49215996,1.26307830,1.00849857,,,,,0.75260161
9000,2.51795156,2.51537176,2.50729866,2.49273830,2.47006341,2.43707304,2.39110161,2.32919063,2.24832519,2.14572011,2.01911981,1.86705578,1.68898547,1.48521105,1.25639816,1.00219390,,,,,0.75025639
9060,2.51643687,2.51378798,2.50550806,2.49060540,2.46745940,2.43388355,2.38723796,2.32460290,2.24301447,2.13974678,2.01260492,1.86017321,1.68194410,1.47822771,1.24966016,0.99581254,,,,,0.74808043
9120,2.51488057,2.51216255,2.50367585,2.48843152,2.46481617,2.43065868,2.38334523,2.31999471,2.23769379,2.13377472,2.00610193,1.85331119,1.67492909,1.47127430,1.24295614,0.98950401,,,,,0.74575512
9180,2.51328262,2.51049544,2.50180209,2.48621670,2.46213406,2.42739862,2.37942340,2.31536599,2.23236323,2.12780490,1.99961388,1.84647620,1.66795228,1.46436743,1.23630610,0.98324503,,,,,0.74336417
9240,2.51164290,2.50878658,2.49988672,2.48396119,2.45941320,2.42410397,2.37547329,2.31071807,2.22702476,2.12183989,1.99314331,1.83966964,1.66101074,1.45749803,1.22969377,0.97700082,,,,,0.74100007
9300,2.50996135,2.50703594,2.49792989,2.48166518,2.45665426,2.42077531,2.37149593,2.30605199,2.22167929,2.11588023,1.98669026,1.83289157,1.65410585,1.45067016,1.22312323,0.97078115,,,,,0.73870570
9360,2.50823800,2.50524360,2.49593177,2.47932903,2.45385762,2.41741351,2.36749222,2.30136869,2.21632767,2.10992642,1.98025443,1.82613941,1.64723176,1.44387366,1.21657864,0.96458564,,,,,0.73639910
9420,2.50647292,2.50340964,2.49389258,2.47695314,2.45102393,2.41401918,2.36346268,2.29666846,2.21096980,2.10397778,1.97383486,1.81941310,1.64039079,1.43711481,1.21007177,0.95842466,,,,,0.73411394
9480,2.50466621,2.50153419,2.49181246,2.47453773,2.44815347,2.41059269,2.35940780,2.29195190,2.20560624,2.09803479,1.96743158,1.81271159,1.63357954,1.43038590,1.20359013,0.95228346,,,,,0.73190455
9540,2.50281795,2.49961737,2.48969166,2.47208320,2.44524683,2.40713470,2.35532815,2.28721928,2.20023679,2.09209646,1.96104289,1.80603266,1.62679615,1.42368685,1.19713768,0.94618206,,,,,0.72969834
9600,2.50092823,2.49765930,2.48753038,2.46958980,2.44230416,2.40364545,2.35122399,2.28247071,2.19486134,2.08616270,1.95466886,1.79937705,1.62004245,1.41702216,1.19072494,0.94013054,,,,,0.72741445
9660,2.49899713,2.49566008,2.48532875,2.46705769,2.43932596,2.40012533,2.34709577,2.27770678,2.18948085,2.08023516,1.94831250,1.79274951,1.61332606,1.41040060,1.18435789,0.93409907,,,,,0.72518491
9720,2.49702471,2.49361980,2.48308690,2.46448729,2.43631251,2.39657513,2.34294435,2.27292876,2.18409675,2.07431502,1.94197345,1.78614701,1.60663774,1.40380649,1.17801380,0.92808807,,,,,0.72292182
9780,2.49501112,2.49153865,2.48080515,2.46187890,2.43326457,2.39299535,2.33877043,2.26813695,2.17870882,2.06840153,1.93565120,1.77957056,1.59998430,1.39725518,1.17171929,0.92211817,,,,,0.72058564
9840,2.49295655,2.48941682,2.47848379,2.45923294,2.43018239,2.38938665,2.33457476,2.26333240,2.17331870,2.06249730,1.92934959,1.77302471,1.59336859,1.39074490,1.16546100,0.91614831,,,,,0.71833790
9900,2.49086122,2.48725459,2.47612316,2.45654993,2.42706687,2.38574999,2.33035846,2.25851636,2.16792746,2.05660254,1.92306697,1.76650477,1.58678194,1.38426213,1.15922126,0.91019608,,,,,0.71610556
9960,2.48872544,2.48505225,2.47372361,2.45383031,2.42391845,2.38208587,2.32612192,2.25368887,2.16253449,2.05071572,1.91680102,1.76000851,1.58022369,1.37780925,1.15300702,0.90426876,,,,,0.71396378
10020,2.48654954,2.48281017,2.47128560,2.45107462,2.42073777,2.37839483,2.32186551,2.24884997,2.15713950,2.04483622,1.91055062,1.75353380,1.57368963,1.37137872,1.14680975,0.89837618,,,,,0.71184559
10080,2.48433377,2.48052864,2.46880945,2.44828314,2.41752497,2.37467712,2.31758927,2.24399938,2.15174168,2.03896273,1.90431426,1.74707951,1.56718093,1.36497694,1.14064648,0.89253456,,,,,0.70968033
10140,2.48207834,2.47820787,2.46629537,2.44545611,2.41428046,2.37093278,2.31329334,2.23913727,2.14634150,2.03309652,1.89809451,1.74065062,1.56070458,1.35861146,1.13452272,0.88671298,,,,,0.70754955
10200,2.47978340,2.47584802,2.46374351,2.44259387,2.41100445,2.36716248,2.30897837,2.23426458,2.14094008,2.02723850,1.89189133,1.73424449,1.55425371,1.35227117,1.12842333,0.88092151,,,,,0.70539452
10260,2.47744916,2.47344932,2.46115423,2.43969668,2.40769754,2.36336665,2.30464477,2.22938154,2.13553733,2.02138842,1.88570502,1.72786321,1.54783496,1.34596970,1.12236795,0.87515367,,,,,0.70316814
10320,2.47507587,2.47101204,2.45852784,2.43676501,2.40436004,2.35954576,2.30029331,2.22448910,2.13013463,2.01554802,1.87953763,1.72150838,1.54144726,1.33970082,1.11634256,0.86939244,,,,,0.70099797
10380,2.47266380,2.46853646,2.45586468,2.43379930,2.40099266,2.35570067,2.29592480,2.21958807,2.12473263,2.00971770,1.87338883,1.71517910,1.53508992,1.33346409,1.11034318,0.86364405,,,,,0.69887736
10440,2.47021333,2.46602296,2.45316514,2.43080001,2.39759590,2.35183193,2.29153984,2.21467890,2.11933135,2.00389671,1.86725657,1.70887116,1.52875570,1.32724923,1.10436105,0.85793224,,,,,0.69673539
10500,2.46772483,2.46347196,2.45042974,2.42776771,2.39417029,2.34793986,2.28713844,2.20976135,2.11393024,1.99808452,1.86114148,1.70258823,1.52245425,1.32107468,1.09842585,0.85224683,,,,,0.69447908
10560,2.46519866,2.46088381,2.44765884,2.42470268,2.39071619,2.34402509,2.28272141,2.20483656,2.10853123,1.99228417,1.85504743,1.69633453,1.51618762,1.31493572,1.09252013,0.84654903,,,,,0.69234107
10620,2.46263518,2.45825891,2.44485285,2.42160556,2.38723437,2.34008840,2.27828987,2.19990564,2.10313519,1.98649556,1.84897252,1.69010472,1.50994559,1.30881727,1.08662098,0.84087294,,,,,0.69033039
10680,2.46003486,2.45559774,2.44201230,2.41847697,2.38372543,2.33613039,2.27384406,2.19496825,2.09774060,1.98071544,1.84291164,1.68389159,1.50372020,1.30271191,1.08072944,0.83525429,,,,,0.68839964
10740,2.45739816,2.45290076,2.43913769,2.41531718,2.38018962,2.33215106,2.26938337,2.19002320,2.09234563,1.97494177,1.83686300,1.67769562,1.49751540,1.29662927,1.07486848,0.82969548,,,,,0.68640177
10800,2.45472535,2.45016824,2.43622924,2.41212646,2.37662694,2.32815011,2.26490750,2.18507024,2.08695039,1.96917545,1.83082874,1.67152004,1.49133567,1.29057448,1.06904330,0.82415239,,,,,0.68437239
10860,2.45201629,2.44739898,2.43328261,2.40889488,2.37301905,2.32409735,2.26037017,2.18004232,2.08146210,1.96329275,1.82464904,1.66516378,1.48493347,1.28424990,1.06289689,0.81820743,,,,,0.68238002
10920,2.44927086,2.44459388,2.43030173,2.40563182,2.36938370,2.32002228,2.25581682,2.17500555,2.07597261,1.95741626,1.81848232,1.65882626,1.47855456,1.27795326,1.05678328,0.81229451,,,,,0.68034433
10980,2.44648925,2.44175314,2.42728687,2.40233754,2.36572101,2.31592523,2.25124784,2.16996042,2.07048253,1.95154736,1.81233124,1.65251158,1.47220505,1.27169296,1.05071092,0.80639154,,,,,0.67827103
11040,2.44367172,2.43887702,2.42423829,2.39901236,2.36203164,2.31180673,2.24666412,2.16490821,2.06499375,1.94568843,1.80619809,1.64622209,1.46588586,1.26546566,1.04466617,0.80048831,,,,,0.67627886
11100,2.44081861,2.43596591,2.42115639,2.39565692,2.35831618,2.30766776,2.24206666,2.15984991,2.05950696,1.93983906,1.80008118,1.63995278,1.45958869,1.25925920,1.03863416,0.79462029,,,,,0.67430527
11160,2.43793042,2.43302030,2.41804179,2.39227168,2.35457525,2.30350884,2.23745571,2.15478531,2.05402126,1.93399778,1.79397832,1.63370282,1.45331517,1.25307973,1.03263136,0.78877761,,,,,0.67230237
11220,2.43500761,2.43004067,2.41489496,2.38885723,2.35080929,2.29933022,2.23283146,2.14971459,2.04853708,1.92816571,1.78789203,1.62747614,1.44707099,1.24693416,1.02666555,0.78293874,,,,,0.67019455
11280,2.43205060,2.42702737,2.41171620,2.38541384,2.34701864,2.29513241,2.22819465,2.14463883,2.04305581,1.92234466,1.78182446,1.62127482,1.44085685,1.24081964,1.02072295,0.77707844,,,,,0.66822546
11340,2.42905984,2.42398094,2.40850616,2.38194230,2.34320418,2.29091635,2.22354624,2.13955885,2.03757797,1.91653416,1.77577314,1.61509304,1.43466266,1.23472233,1.01478797,0.77128510,,,,,0.66628220
11400,2.42603589,2.42090194,2.40526543,2.37844305,2.33936639,2.28668244,2.21888630,2.13447423,2.03210251,1.91073271,1.76973665,1.60893149,1.42849288,1.22865099,1.00887814,0.76549987,,,,,0.66437345
11460,2.42297925,2.41779086,2.40199439,2.37491663,2.33550559,2.28243093,2.21421497,2.12938504,2.02662942,1.90493985,1.76371422,1.60278700,1.42234107,1.22259559,1.00298448,0.75976672,,,,,0.66243844
11520,2.41989032,2.41464811,2.39869347,2.37136333,2.33162217,2.27816182,2.20953218,2.12429093,2.02115813,1.89915551,1.75770653,1.59666400,1.41621731,1.21657487,0.99713539,0.75401486,,,,,0.66040731
11580,2.41676947,2.41147404,2.39536305,2.36778348,2.32771626,2.27387564,2.20483855,2.11919301,2.01569048,1.89338256,1.75171764,1.59056568,1.41012142,1.21058158,0.99130494,0.74824935,,,,,0.65846541
11640,2.41361705,2.40826900,2.39200351,2.36417762,2.32378869,2.26957317,2.20013495,2.11409204,2.01022676,1.88761969,1.74574346,1.58448444,1.40404239,1.20460298,0.98548237,0.74253861,,,,,0.65652842
11700,2.41043356,2.40503348,2.38861534,2.36054621,2.31983980,2.26525466,2.19542127,2.10898742,2.00476589,1.88186603,1.73978452,1.57842426,1.39799036,1.19865697,0.97969714,0.73681026,,,,,0.65451842
11760,2.40721943,2.40176795,2.38519902,2.35688968,2.31586990,2.26092035,2.19069800,2.10388000,1.99930943,1.87612376,1.73384350,1.57238728,1.39196409,1.19273518,0.97392687,0.73109613,,,,,0.65262840
11820,2.40397510,2.39847283,2.38175498,2.35320842,2.31187967,2.25657095,2.18596581,2.09877030,1.99385724,1.87039182,1.72791735,1.56636725,1.38595431,1.18682565,0.96815950,0.72545856,,,,,0.65085409
11880,2.40070104,2.39514863,2.37828363,2.34950307,2.30786934,2.25220665,2.18122444,2.09365743,1.98840762,1.86466753,1.72200258,1.56036126,1.37996003,1.18093251,0.96241773,0.71986431,,,,,0.64898304
11940,2.39739766,2.39179571,2.37478539,2.34577362,2.30383904,2.24782726,2.17647347,2.08854092,1.98296049,1.85895172,1.71610264,1.55437643,1.37399304,1.17507262,0.95672084,0.71422456,,,,,0.64705890
12000,2.39406521,2.38841432,2.37126048,2.34202050,2.29978903,2.24343311,2.17171360,2.08342204,1.97751787,1.85324724,1.71022001,1.54841330,1.36804948,1.16923506,0.95103766,0.70860225,,,,,0.64521068
12060,2.39070399,2.38500474,2.36770917,2.33824397,2.29571974,2.23902483,2.16694552,2.07830118,1.97207937,1.84755222,1.70435070,1.54246517,1.36211998,1.16340881,0.94535816,0.70305585,,,,,0.64348911
12120,2.38731444,2.38156744,2.36413198,2.33444457,2.29163160,2.23460253,2.16216880,2.07317727,1.96664307,1.84186403,1.69849182,1.53652987,1.35620514,1.15759941,0.93970463,0.69754243,,,,,0.64167902
12180,2.38389688,2.37810272,2.36052916,2.33062229,2.28752444,2.23016591,2.15738298,2.06804979,1.96120896,1.83618374,1.69264631,1.53061380,1.35031582,1.15182275,0.93409728,0.69196534,,,,,0.63975998
12240,2.38045148,2.37461076,2.35690077,2.32677736,2.28339844,2.22571529,2.15258875,2.06292012,1.95577936,1.83051472,1.68681922,1.52472242,1.34445690,1.14608167,0.92852175,0.68635854,,,,,0.63782900
12300,2.37697851,2.37109183,2.35324718,2.32291019,2.27925438,2.22125155,2.14778746,2.05779004,1.95035636,1.82485927,1.68101169,1.51885579,1.33862585,1.14036924,0.92295916,0.68076920,,,,,0.63595648
12360,2.37347848,2.36754648,2.34956908,2.31902155,2.27509295,2.21677580,2.14298016,2.05266044,1.94494022,1.81921668,1.67522191,1.51300985,1.33281660,1.13467660,0.91740412,0.67520590,,,,,0.63408918
12420,2.36995208,2.36397538,2.34586711,2.31511215,2.27091500,2.21228861,2.13816715,2.04753118,1.93953040,1.81358570,1.66944805,1.50718290,1.32702788,1.12900168,0.91185838,0.66966125,,,,,0.63227837
12480,2.36639998,2.36037917,2.34214188,2.31118253,2.26672092,2.20779021,2.13334839,2.04240185,1.93412590,1.80796465,1.66368729,1.50137058,1.32125352,1.12333812,0.90632319,0.66417437,,,,,0.63048999
12540,2.36282271,2.35675841,2.33839393,2.30723307,2.26251080,2.20328044,2.12852343,2.03727166,1.92872581,1.80235283,1.65794062,1.49557706,1.31550202,1.11769960,0.90081842,0.65865673,,,,,0.62866858
12600,2.35922063,2.35311344,2.33462350,2.30326392,2.25828491,2.19875944,2.12369254,2.03214111,1.92333084,1.79675147,1.65220841,1.48980040,1.30976696,1.11207390,0.89532063,0.65323660,,,,,0.62698284
12660,2.35559477,2.34944773,2.33084152,2.29929908,2.25408585,2.19429533,2.11895614,2.02715031,1.91812843,1.79140219,1.64679399,1.48441250,1.30449687,1.10699669,0.89047685,0.64861756,,,,,0.62527394
12720,2.35194617,2.34575992,2.32703928,2.29531681,2.24987341,2.18982245,2.11421588,2.02216089,1.91293232,1.78606365,1.64139429,1.47904263,1.29924756,1.10194421,0.88567041,0.64391766,,,,,0.62344682
12780,2.34827504,2.34205020,2.32321695,2.29131736,2.24564753,2.18534073,2.10947207,2.01717335,1.90774360,1.78073788,1.63601242,1.47369496,1.29402336,1.09691880,0.88088411,0.63923442,,,,,0.62167946
